Date,League,Team1,Team2,T1 Open,T1 DK,T2 Open,T2 DK
2024/05/12,mlb,Astros,Tigers,n/a,-105,n/a,-115
2024/05/12,mlb,Phillies,Marlins,n/a,-205,n/a,+170
2024/05/12,mlb,Cardinals,Brewers,n/a,+130,n/a,-155
2024/05/12,mlb,Guardians,White Sox,n/a,-170,n/a,+142
2024/05/12,mlb,Rangers,Rockies,n/a,-142,n/a,+120
2024/05/12,mlb,Reds,Giants,n/a,+102,n/a,-122
2024/05/12,mlb,Royals,Angels,n/a,-108,n/a,-112
2024/05/12,mlb,Dodgers,Padres,n/a,-105,n/a,-115
2024/05/12,mlb,Athletics,Mariners,n/a,+180,n/a,-218
2024/05/12,mlb,Braves,Mets,n/a,-108,n/a,-112
2024/05/11,mlb,Twins,Blue Jays,+128,+124,-152,-148
2024/05/11,mlb,Diamondbacks,Orioles,+132,+130,-156,-155
2024/05/11,mlb,Cubs,Pirates,+102,-110,-120,-110
2024/05/11,mlb,Braves,Mets,-168,-155,+142,+130
2024/05/11,mlb,Phillies,Marlins,-126,-122,+108,+102
2024/05/11,mlb,Nationals,Red Sox,+130,+136,-154,-162
2024/05/11,mlb,Yankees,Rays,-126,-108,+108,-112
2024/05/11,mlb,Astros,Tigers,+108,+136,-126,-162
2024/05/11,mlb,Guardians,White Sox,-168,-180,+142,+150
2024/05/11,mlb,Cardinals,Brewers,+132,+154,-156,-185
2024/05/11,mlb,Reds,Giants,-116,-148,-102,+124
2024/05/11,mlb,Rangers,Rockies,-138,-148,+118,+124
2024/05/11,mlb,Dodgers,Padres,-136,-148,+116,+124
2024/05/11,mlb,Royals,Angels,-148,-175,+126,+145
2024/05/11,mlb,Athletics,Mariners,+188,+190,-225,-230
2024/05/10,mlb,Astros,Tigers,-126,-148,+108,+124
2024/05/10,mlb,Cubs,Pirates,+106,+110,-124,-130
2024/05/10,mlb,Yankees,Rays,-148,-130,+126,+110
2024/05/10,mlb,Diamondbacks,Orioles,+112,+114,-132,-135
2024/05/10,mlb,Twins,Blue Jays,-104,-102,-112,-118
2024/05/10,mlb,Nationals,Red Sox,+188,+180,-225,-218
2024/05/10,mlb,Phillies,Marlins,-174,-198,+146,+164
2024/05/10,mlb,Braves,Mets,-162,-148,+136,+124
2024/05/10,mlb,Guardians,White Sox,-138,+100,+118,-120
2024/05/10,mlb,Cardinals,Brewers,-102,+105,-116,-125
2024/05/10,mlb,Rangers,Rockies,-188,-192,+158,+160
2024/05/10,mlb,Royals,Angels,-108,-122,-108,+102
2024/05/10,mlb,Dodgers,Padres,-168,-180,+142,+150
2024/05/10,mlb,Athletics,Mariners,+110,+130,-130,-155
2024/05/10,mlb,Reds,Giants,+132,+120,-156,-142
2024/05/09,mlb,Diamondbacks,Reds,-100,+124,-118,-148
2024/05/09,mlb,Mariners,Twins,+108,-105,-126,-115
2024/05/09,mlb,Giants,Rockies,-172,-130,+144,+110
2024/05/09,mlb,Astros,Yankees,+116,+124,-134,-148
2024/05/09,mlb,Guardians,White Sox,-162,-155,+136,+130
2024/05/09,mlb,Cardinals,Brewers,+102,-142,-120,+120
2024/05/09,mlb,Royals,Angels,-112,-115,-104,-105
2024/05/08,mlb,Angels,Pirates,+110,+114,-130,-135
2024/05/08,mlb,Blue Jays,Phillies,+132,+142,-156,-170
2024/05/08,mlb,Tigers,Guardians,+122,+100,-144,-120
2024/05/08,mlb,Brewers,Royals,-100,+102,-118,-122
2024/05/08,mlb,Padres,Cubs,-130,-135,+110,+114
2024/05/08,mlb,Marlins,Dodgers,+220,+215,-270,-265
2024/05/08,mlb,Rangers,Athletics,-130,-120,+110,+100
2024/05/08,mlb,Rangers,Athletics,-138,-155,+118,+130
2024/05/08,mlb,Diamondbacks,Reds,-126,-108,+108,-112
2024/05/08,mlb,Orioles,Nationals,-176,-166,+148,+140
2024/05/08,mlb,White Sox,Rays,+190,+215,-230,-265
2024/05/08,mlb,Astros,Yankees,+124,+140,-146,-166
2024/05/08,mlb,Red Sox,Braves,+168,+180,-200,-218
2024/05/08,mlb,Mariners,Twins,-118,-108,-100,-112
2024/05/08,mlb,Giants,Rockies,-194,-166,+162,+140
2024/05/08,mlb,Mets,Cardinals,+136,n/a,-162,n/a
2024/05/07,mlb,Rangers,Athletics,-130,-122,+110,+102
2024/05/07,mlb,Tigers,Guardians,+108,+120,-126,-142
2024/05/07,mlb,Diamondbacks,Reds,-124,-135,+106,+114
2024/05/07,mlb,Angels,Pirates,-104,+120,-112,-142
2024/05/07,mlb,Blue Jays,Phillies,+112,-102,-132,-118
2024/05/07,mlb,Orioles,Nationals,-230,-218,+190,+180
2024/05/07,mlb,White Sox,Rays,+215,+220,-260,-270
2024/05/07,mlb,Astros,Yankees,-102,+105,-116,-125
2024/05/07,mlb,Red Sox,Braves,+140,+160,-166,-192
2024/05/07,mlb,Padres,Cubs,+116,+145,-134,-175
2024/05/07,mlb,Brewers,Royals,+110,+114,-130,-130
2024/05/07,mlb,Mariners,Twins,+124,+140,-146,-166
2024/05/07,mlb,Mets,Cardinals,+108,+105,-126,-125
2024/05/07,mlb,Giants,Rockies,-172,-162,+144,+136
2024/05/07,mlb,Marlins,Dodgers,+240,+270,-295,-340
2024/05/06,mlb,Giants,Phillies,+166,+195,-198,-238
2024/05/06,mlb,Tigers,Guardians,+110,-102,-130,-118
2024/05/06,mlb,Angels,Pirates,+102,+142,-120,-170
2024/05/06,mlb,White Sox,Rays,+152,+136,-180,-162
2024/05/06,mlb,Brewers,Royals,+126,+120,-148,-142
2024/05/06,mlb,Padres,Cubs,+108,-105,-126,-115
2024/05/06,mlb,Mariners,Twins,-122,-130,+104,+110
2024/05/06,mlb,Mets,Cardinals,+110,+114,-130,-135
2024/05/06,mlb,Rangers,Athletics,-142,-142,+120,+120
2024/05/06,mlb,Marlins,Dodgers,+215,+270,-260,-340
2024/05/05,mlb,Rockies,Pirates,+126,+136,-148,-162
2024/05/05,mlb,Blue Jays,Nationals,-108,-108,-108,-112
2024/05/05,mlb,Tigers,Yankees,+108,+114,-126,-135
2024/05/05,mlb,Mets,Rays,+104,-110,-122,-110
2024/05/05,mlb,Angels,Guardians,+114,+130,-134,-155
2024/05/05,mlb,Mariners,Astros,+108,+110,-126,-130
2024/05/05,mlb,Rangers,Royals,-132,-135,+112,+114
2024/05/05,mlb,Red Sox,Twins,+136,+160,-162,-192
2024/05/05,mlb,White Sox,Cardinals,+152,+140,-180,-166
2024/05/05,mlb,Brewers,Cubs,+112,-142,-132,+120
2024/05/05,mlb,Marlins,Athletics,-102,+124,-116,-142
2024/05/05,mlb,Braves,Dodgers,-124,-155,+106,+130
2024/05/05,mlb,Orioles,Reds,-104,+110,-112,-130
2024/05/05,mlb,Padres,Diamondbacks,-106,-115,-110,-105
2024/05/05,mlb,Giants,Phillies,-122,-108,+104,-112
2024/05/04,mlb,Tigers,Yankees,+142,+142,-168,-170
2024/05/04,mlb,Red Sox,Twins,+154,+150,-184,-180
2024/05/04,mlb,White Sox,Cardinals,+164,+154,-196,-185
2024/05/04,mlb,Brewers,Cubs,+112,+114,-132,-135
2024/05/04,mlb,Rockies,Pirates,+172,+190,-205,-230
2024/05/04,mlb,Blue Jays,Nationals,-180,-175,+152,+145
2024/05/04,mlb,Marlins,Athletics,-118,+114,-100,-135
2024/05/04,mlb,Giants,Phillies,+128,+145,-152,-175
2024/05/04,mlb,Angels,Guardians,-100,+110,-118,-130
2024/05/04,mlb,Orioles,Reds,-112,+102,-104,-122
2024/05/04,mlb,Rangers,Royals,-116,-112,-102,-108
2024/05/04,mlb,Mets,Rays,+102,-110,-120,-110
2024/05/04,mlb,Mariners,Astros,+126,+120,-148,-142
2024/05/04,mlb,Padres,Diamondbacks,-102,+100,-116,-120
2024/05/04,mlb,Braves,Dodgers,+140,+164,-166,-198
2024/05/03,mlb,Brewers,Cubs,+102,-105,-120,-115
2024/05/03,mlb,Orioles,Reds,-108,-105,-108,-115
2024/05/03,mlb,Giants,Phillies,+124,+150,-146,-180
2024/05/03,mlb,Rockies,Pirates,+150,+154,-178,-185
2024/05/03,mlb,Blue Jays,Nationals,-168,-218,+142,+180
2024/05/03,mlb,Mets,Rays,+132,+124,-156,-148
2024/05/03,mlb,Tigers,Yankees,+154,+142,-184,-170
2024/05/03,mlb,Angels,Guardians,+158,+170,-188,-205
2024/05/03,mlb,Rangers,Royals,-110,-102,-106,-118
2024/05/03,mlb,Mariners,Astros,-100,-108,-118,-112
2024/05/03,mlb,Red Sox,Twins,-104,+102,-112,-122
2024/05/03,mlb,White Sox,Cardinals,+235,+245,-290,-305
2024/05/03,mlb,Padres,Diamondbacks,-116,-118,-102,-102
2024/05/03,mlb,Marlins,Athletics,+102,+130,-120,-155
2024/05/03,mlb,Braves,Dodgers,+102,-108,-120,-112
2024/05/02,mlb,Rockies,Marlins,+160,+142,-190,-170
2024/05/02,mlb,Yankees,Orioles,-146,-105,+124,-115
2024/05/02,mlb,Cubs,Mets,+106,-105,-124,-115
2024/05/02,mlb,Giants,Red Sox,-112,+102,-104,-122
2024/05/02,mlb,Nationals,Rangers,+176,+164,-210,-198
2024/05/02,mlb,Guardians,Astros,+114,+120,-134,-142
2024/05/01,mlb,Cardinals,Tigers,-108,-120,-108,+100
2024/05/01,mlb,Rays,Brewers,-126,-112,+108,-108
2024/05/01,mlb,Twins,White Sox,-210,-225,+176,+185
2024/05/01,mlb,Royals,Blue Jays,+116,+120,-136,-142
2024/05/01,mlb,Pirates,Athletics,-108,-110,-108,-110
2024/05/01,mlb,Braves,Mariners,-162,-192,+136,+160
2024/05/01,mlb,Phillies,Angels,-164,-205,+138,+170
2024/05/01,mlb,Reds,Padres,+132,+124,-156,-148
2024/05/01,mlb,Yankees,Orioles,+126,+130,-148,-155
2024/05/01,mlb,Rockies,Marlins,+132,+120,-156,-142
2024/05/01,mlb,Giants,Red Sox,-108,+136,-108,-162
2024/05/01,mlb,Cubs,Mets,-116,-125,-102,+105
2024/05/01,mlb,Nationals,Rangers,+166,+170,-198,-205
2024/05/01,mlb,Guardians,Astros,+144,+154,-172,-185
2024/05/01,mlb,Dodgers,Diamondbacks,-138,-142,+118,+120
2024/04/30,mlb,Cardinals,Tigers,-100,-105,-118,-115
2024/04/30,mlb,Yankees,Orioles,-116,-130,-102,+110
2024/04/30,mlb,Cardinals,Tigers,-102,n/a,-116,n/a
2024/04/30,mlb,Rockies,Marlins,+120,+114,-142,-135
2024/04/30,mlb,Royals,Blue Jays,+110,+105,-130,-125
2024/04/30,mlb,Cubs,Mets,+110,+102,-130,-122
2024/04/30,mlb,Giants,Red Sox,-130,-142,+110,+120
2024/04/30,mlb,Rays,Brewers,+116,+154,-136,-185
2024/04/30,mlb,Twins,White Sox,-166,-180,+140,+150
2024/04/30,mlb,Nationals,Rangers,+132,+136,-156,-162
2024/04/30,mlb,Guardians,Astros,+130,+142,-154,-170
2024/04/30,mlb,Phillies,Angels,-142,-175,+120,+145
2024/04/30,mlb,Reds,Padres,+122,+142,-144,-170
2024/04/30,mlb,Pirates,Athletics,-142,-135,+120,+114
2024/04/30,mlb,Dodgers,Diamondbacks,-108,-115,-108,-105
2024/04/30,mlb,Braves,Mariners,-120,-125,+102,+105
2024/04/29,mlb,Yankees,Orioles,+116,+114,-136,-135
2024/04/29,mlb,Nationals,Marlins,+134,+120,-158,-142
2024/04/29,mlb,Royals,Blue Jays,+126,+142,-148,-170
2024/04/29,mlb,Cubs,Mets,+110,+124,-130,-148
2024/04/29,mlb,Twins,White Sox,-154,-166,+130,+140
2024/04/29,mlb,Rays,Brewers,-108,-108,-108,-112
2024/04/29,mlb,Phillies,Angels,-136,-155,+116,+130
2024/04/29,mlb,Dodgers,Diamondbacks,-142,-142,+120,+120
2024/04/29,mlb,Pirates,Athletics,-132,-130,+112,+110
2024/04/29,mlb,Reds,Padres,-102,-105,-116,-115
2024/04/29,mlb,Braves,Mariners,-164,-162,+138,+136
2024/04/29,mlb,Cardinals,Tigers,-118,n/a,-100,n/a
2024/04/28,mlb,Guardians,Braves,+144,+130,-172,-155
2024/04/28,mlb,Athletics,Orioles,+138,+170,-164,-205
2024/04/28,mlb,Dodgers,Blue Jays,-102,-108,-116,-112
2024/04/28,mlb,Cardinals,Mets,-102,+124,-116,-148
2024/04/28,mlb,Nationals,Marlins,+126,+114,-148,-135
2024/04/28,mlb,Royals,Tigers,+130,+145,-154,-175
2024/04/28,mlb,Rays,White Sox,-188,-142,+158,+120
2024/04/28,mlb,Yankees,Brewers,-148,-135,+126,+114
2024/04/28,mlb,Reds,Rangers,+106,+114,-124,-135
2024/04/28,mlb,Astros,Rockies,-240,-258,+194,+210
2024/04/28,mlb,Pirates,Giants,+102,-112,-120,-108
2024/04/28,mlb,Twins,Angels,-108,-110,-108,-110
2024/04/28,mlb,Phillies,Padres,+110,+120,-130,-142
2024/04/28,mlb,Diamondbacks,Mariners,+116,+120,-136,-142
2024/04/28,mlb,Cubs,Red Sox,+108,+130,-126,-155
2024/04/27,mlb,Dodgers,Blue Jays,-164,-148,+138,+124
2024/04/27,mlb,Athletics,Orioles,+146,+160,-174,-192
2024/04/27,mlb,Cardinals,Mets,-126,-135,+108,+114
2024/04/27,mlb,Reds,Rangers,+520,+100,-720,-120
2024/04/27,mlb,Cubs,Red Sox,-112,-118,-104,-102
2024/04/27,mlb,Nationals,Marlins,+122,+120,-144,-142
2024/04/27,mlb,Astros,Rockies,-215,-218,+180,+180
2024/04/27,mlb,Royals,Tigers,-104,-108,-112,-112
2024/04/27,mlb,Rays,White Sox,-240,-198,+198,+164
2024/04/27,mlb,Yankees,Brewers,-142,-118,+120,-102
2024/04/27,mlb,Guardians,Braves,+146,+142,-174,-170
2024/04/27,mlb,Phillies,Padres,-104,-102,-112,-118
2024/04/27,mlb,Pirates,Giants,+128,+124,-152,-148
2024/04/27,mlb,Twins,Angels,+108,-110,-126,-110
2024/04/27,mlb,Diamondbacks,Mariners,+136,+130,-162,-155
2024/04/26,mlb,Royals,Tigers,-104,+110,-112,-130
2024/04/26,mlb,Athletics,Orioles,+215,+235,-260,-290
2024/04/26,mlb,Dodgers,Blue Jays,-138,-122,+118,+102
2024/04/26,mlb,Cubs,Red Sox,-116,-112,-102,-108
2024/04/26,mlb,Nationals,Marlins,+144,+105,-172,-125
2024/04/26,mlb,Cardinals,Mets,-100,+105,-118,-125
2024/04/26,mlb,Guardians,Braves,+176,+220,-210,-270
2024/04/26,mlb,Rays,White Sox,-250,-230,+205,+190
2024/04/26,mlb,Reds,Rangers,+136,+145,-162,-175
2024/04/26,mlb,Yankees,Brewers,-126,-142,+108,+120
2024/04/26,mlb,Twins,Angels,-104,-102,-112,-118
2024/04/26,mlb,Phillies,Padres,-120,-112,+102,-108
2024/04/26,mlb,Diamondbacks,Mariners,-132,-130,+112,+110
2024/04/26,mlb,Pirates,Giants,+126,+120,-148,-142
2024/04/25,mlb,Brewers,Pirates,-120,-142,+102,+120
2024/04/25,mlb,Red Sox,Guardians,-102,+110,-116,-130
2024/04/25,mlb,Phillies,Reds,-146,-170,+124,+142
2024/04/25,mlb,White Sox,Twins,+176,+170,-210,-205
2024/04/25,mlb,Blue Jays,Royals,-108,-118,-108,-102
2024/04/25,mlb,Astros,Cubs,-134,-148,+114,+124
2024/04/25,mlb,Mariners,Rangers,-116,-118,-102,-102
2024/04/25,mlb,Padres,Rockies,-146,-148,+124,+124
2024/04/25,mlb,Dodgers,Nationals,-225,-175,+188,+145
2024/04/25,mlb,Athletics,Yankees,+205,+225,-250,-278
2024/04/24,mlb,Diamondbacks,Cardinals,-118,+102,-100,-122
2024/04/24,mlb,Mets,Giants,+108,-112,-126,-108
2024/04/24,mlb,Orioles,Angels,-118,-130,-100,+110
2024/04/24,mlb,Red Sox,Guardians,+124,+110,-146,-130
2024/04/24,mlb,Phillies,Reds,-102,+130,-116,-155
2024/04/24,mlb,Brewers,Pirates,-108,-122,-108,+102
2024/04/24,mlb,Dodgers,Nationals,-205,-180,+172,+150
2024/04/24,mlb,Tigers,Rays,-104,-118,-112,-102
2024/04/24,mlb,Athletics,Yankees,+188,+205,-225,-250
2024/04/24,mlb,Marlins,Braves,+188,+220,-225,-270
2024/04/24,mlb,Astros,Cubs,-110,-115,-106,-105
2024/04/24,mlb,White Sox,Twins,+168,+170,-200,-205
2024/04/24,mlb,Blue Jays,Royals,-110,-135,-106,+114
2024/04/24,mlb,Mariners,Rangers,+108,+124,-126,-148
2024/04/24,mlb,Padres,Rockies,-172,-148,+144,+124
2024/04/23,mlb,Red Sox,Guardians,-104,+105,-112,-125
2024/04/23,mlb,Brewers,Pirates,n/a,-115,n/a,-105
2024/04/23,mlb,Phillies,Reds,n/a,-135,n/a,+114
2024/04/23,mlb,Dodgers,Nationals,n/a,-230,n/a,+190
2024/04/23,mlb,Tigers,Rays,n/a,+142,n/a,-170
2024/04/23,mlb,Athletics,Yankees,n/a,+180,n/a,-218
2024/04/23,mlb,Marlins,Braves,n/a,+215,n/a,-265
2024/04/23,mlb,White Sox,Twins,n/a,+235,n/a,-290
2024/04/23,mlb,Blue Jays,Royals,n/a,-125,n/a,+105
2024/04/23,mlb,Astros,Cubs,n/a,-112,n/a,-108
2024/04/23,mlb,Diamondbacks,Cardinals,n/a,+120,n/a,-142
2024/04/23,mlb,Mariners,Rangers,n/a,-120,n/a,+100
2024/04/23,mlb,Padres,Rockies,n/a,-148,n/a,+124
2024/04/23,mlb,Orioles,Angels,n/a,-148,n/a,+124
2024/04/23,mlb,Mets,Giants,n/a,+114,n/a,-135
2024/04/22,mlb,Athletics,Yankees,+210,+205,-255,-250
2024/04/22,mlb,Phillies,Reds,-118,-112,-100,-108
2024/04/22,mlb,Brewers,Pirates,+110,+124,-130,-148
2024/04/22,mlb,Tigers,Rays,-112,-108,-104,-112
2024/04/22,mlb,Marlins,Braves,+184,+180,-220,-218
2024/04/22,mlb,White Sox,Twins,+150,+180,-178,-218
2024/04/22,mlb,Blue Jays,Royals,-112,-122,-104,+102
2024/04/22,mlb,Diamondbacks,Cardinals,-104,-105,-112,-115
2024/04/22,mlb,Padres,Rockies,-200,-180,+168,+150
2024/04/22,mlb,Orioles,Angels,-102,-112,-116,-108
2024/04/22,mlb,Mets,Giants,+106,-110,-124,-110
2024/04/21,mlb,Rays,Yankees,+104,+110,-122,-130
2024/04/21,mlb,White Sox,Phillies,+225,+235,-275,-290
2024/04/21,mlb,Red Sox,Pirates,+122,+130,-144,-155
2024/04/21,mlb,Astros,Nationals,-215,-175,+180,+145
2024/04/21,mlb,Angels,Reds,+108,+100,-126,-120
2024/04/21,mlb,Athletics,Guardians,+150,+142,-178,-170
2024/04/21,mlb,Orioles,Royals,-102,-108,-116,-112
2024/04/21,mlb,Tigers,Twins,-106,+105,-110,-125
2024/04/21,mlb,Brewers,Cardinals,+126,+140,-148,-166
2024/04/21,mlb,Marlins,Cubs,+106,+105,-124,-125
2024/04/21,mlb,Mariners,Rockies,-196,-192,+164,+160
2024/04/21,mlb,Diamondbacks,Giants,-104,+114,-112,-135
2024/04/21,mlb,Mets,Dodgers,+164,+210,-196,-258
2024/04/21,mlb,Blue Jays,Padres,+104,-108,-122,-112
2024/04/21,mlb,Rangers,Braves,+124,+136,-146,-162
2024/04/21,mlb,Mariners,Rockies,-152,-120,+128,+100
2024/04/20,mlb,Rays,Yankees,+110,+105,-130,-125
2024/04/20,mlb,Tigers,Twins,+106,+120,-124,-142
2024/04/20,mlb,Brewers,Cardinals,+112,+120,-132,-142
2024/04/20,mlb,Marlins,Cubs,+116,+120,-136,-142
2024/04/20,mlb,Mets,Dodgers,+154,+145,-184,-175
2024/04/20,mlb,Red Sox,Pirates,+104,+100,-122,-120
2024/04/20,mlb,Diamondbacks,Giants,-116,-120,-102,+100
2024/04/20,mlb,Astros,Nationals,-188,-180,+158,+150
2024/04/20,mlb,White Sox,Phillies,+265,+310,-330,-395
2024/04/20,mlb,Athletics,Guardians,+136,+160,-162,-192
2024/04/20,mlb,Angels,Reds,+102,+100,-120,-120
2024/04/20,mlb,Orioles,Royals,-126,-122,+108,+102
2024/04/20,mlb,Rangers,Braves,+130,+120,-154,-142
2024/04/20,mlb,Marlins,Cubs,+136,+180,-162,-218
2024/04/20,mlb,Mariners,Rockies,-200,-185,+168,+154
2024/04/20,mlb,Blue Jays,Padres,-102,-125,-116,+105
2024/04/19,mlb,Marlins,Cubs,+124,+142,-146,-170
2024/04/19,mlb,Angels,Reds,+104,+114,-122,-135
2024/04/19,mlb,White Sox,Phillies,+158,+154,-188,-185
2024/04/19,mlb,Red Sox,Pirates,-112,-105,-104,-115
2024/04/19,mlb,Astros,Nationals,-176,-148,+148,+124
2024/04/19,mlb,Rays,Yankees,+134,+154,-158,-185
2024/04/19,mlb,Athletics,Guardians,+146,+130,-174,-155
2024/04/19,mlb,Rangers,Braves,+152,+170,-180,-205
2024/04/19,mlb,Orioles,Royals,-136,-135,+116,+114
2024/04/19,mlb,Tigers,Twins,+118,+136,-138,-162
2024/04/19,mlb,Brewers,Cardinals,-116,-125,-102,+105
2024/04/19,mlb,Blue Jays,Padres,-102,-110,-116,-110
2024/04/19,mlb,Mets,Dodgers,+166,+164,-198,-198
2024/04/19,mlb,Diamondbacks,Giants,+116,-102,-136,-118
2024/04/19,mlb,Mariners,Rockies,-148,n/a,+126,n/a
2024/04/18,mlb,Rangers,Tigers,-100,-120,-118,+100
2024/04/18,mlb,Angels,Rays,+124,+120,-146,-142
2024/04/18,mlb,Guardians,Red Sox,-102,-115,-116,-105
2024/04/18,mlb,Diamondbacks,Giants,+146,+130,-174,-155
2024/04/18,mlb,Marlins,Cubs,+128,n/a,-152,n/a
2024/04/17,mlb,Giants,Marlins,-136,-115,+116,-105
2024/04/17,mlb,Twins,Orioles,-116,+102,-102,-122
2024/04/17,mlb,Rangers,Tigers,+126,+124,-148,-148
2024/04/17,mlb,Pirates,Mets,+112,+136,-132,-162
2024/04/17,mlb,Padres,Brewers,-116,-105,-102,-115
2024/04/17,mlb,Royals,White Sox,-188,-185,+158,+154
2024/04/17,mlb,Braves,Astros,-132,-135,+112,+114
2024/04/17,mlb,Yankees,Blue Jays,-120,-102,+102,-118
2024/04/17,mlb,Nationals,Dodgers,+200,+190,-245,-230
2024/04/17,mlb,Cardinals,Athletics,-154,-130,+130,+110
2024/04/17,mlb,Cubs,Diamondbacks,+108,+110,-126,-130
2024/04/17,mlb,Reds,Mariners,+112,+110,-132,-130
2024/04/17,mlb,Royals,White Sox,-168,-166,+142,+140
2024/04/17,mlb,Rockies,Phillies,+188,+190,-225,-230
2024/04/17,mlb,Angels,Rays,+114,+100,-134,-120
2024/04/17,mlb,Guardians,Red Sox,+112,+114,-132,-135
2024/04/16,mlb,Rangers,Tigers,-132,-125,+112,+105
2024/04/16,mlb,Twins,Orioles,+150,+140,-178,-166
2024/04/16,mlb,Giants,Marlins,-136,-135,+116,+114
2024/04/16,mlb,Rockies,Phillies,+205,+210,-250,-258
2024/04/16,mlb,Angels,Rays,+144,+124,-172,-148
2024/04/16,mlb,Yankees,Blue Jays,-124,-102,+106,-118
2024/04/16,mlb,Guardians,Red Sox,-106,+102,-110,-122
2024/04/16,mlb,Pirates,Mets,+112,-108,-132,-112
2024/04/16,mlb,Padres,Brewers,-136,-118,+116,-102
2024/04/16,mlb,Braves,Astros,-112,-112,-104,-108
2024/04/16,mlb,Cubs,Diamondbacks,-100,+100,-118,-120
2024/04/16,mlb,Cardinals,Athletics,-154,-142,+130,+120
2024/04/16,mlb,Reds,Mariners,+116,+114,-136,-135
2024/04/16,mlb,Nationals,Dodgers,+198,+230,-240,-285
2024/04/16,mlb,Royals,White Sox,-142,n/a,+120,n/a
2024/04/15,mlb,Guardians,Red Sox,+114,+136,-134,-162
2024/04/15,mlb,Twins,Orioles,+120,+114,-142,-135
2024/04/15,mlb,Rangers,Tigers,-116,+105,-102,-125
2024/04/15,mlb,Rockies,Phillies,+225,+220,-275,-270
2024/04/15,mlb,Giants,Marlins,-124,-115,+106,-105
2024/04/15,mlb,Angels,Rays,+136,+140,-162,-166
2024/04/15,mlb,Yankees,Blue Jays,-108,-105,-108,-115
2024/04/15,mlb,Pirates,Mets,+106,+105,-124,-125
2024/04/15,mlb,Padres,Brewers,-120,-105,+102,-115
2024/04/15,mlb,Royals,White Sox,-184,-175,+154,+145
2024/04/15,mlb,Braves,Astros,-122,-120,+104,+100
2024/04/15,mlb,Cardinals,Athletics,-168,-175,+142,+145
2024/04/15,mlb,Cubs,Diamondbacks,+134,+130,-158,-155
2024/04/15,mlb,Reds,Mariners,+134,+120,-158,-142
2024/04/15,mlb,Nationals,Dodgers,+290,+340,-360,-440
2024/04/14,mlb,Brewers,Orioles,+160,+185,-190,-225
2024/04/14,mlb,Angels,Red Sox,+110,+114,-130,-135
2024/04/14,mlb,Pirates,Phillies,+150,+164,-178,-198
2024/04/14,mlb,Rockies,Blue Jays,+198,+210,-240,-258
2024/04/14,mlb,Braves,Marlins,-146,-142,+124,+120
2024/04/14,mlb,Yankees,Guardians,-138,-125,+118,+105
2024/04/14,mlb,Twins,Tigers,-108,+110,-108,-130
2024/04/14,mlb,Giants,Rays,-120,-115,+102,-105
2024/04/14,mlb,Royals,Mets,-126,-108,+108,-112
2024/04/14,mlb,Reds,White Sox,-176,-155,+148,+130
2024/04/14,mlb,Rangers,Astros,+110,-102,-130,-118
2024/04/14,mlb,Nationals,Athletics,+102,+120,-120,-142
2024/04/14,mlb,Cardinals,Diamondbacks,+122,+120,-144,-142
2024/04/14,mlb,Cubs,Mariners,+126,+120,-148,-142
2024/04/14,mlb,Padres,Dodgers,+144,+140,-172,-166
2024/04/13,mlb,Yankees,Guardians,-142,-130,+120,+110
2024/04/13,mlb,Twins,Tigers,-126,-122,+108,+102
2024/04/13,mlb,Royals,Mets,+128,+140,-152,-166
2024/04/13,mlb,Reds,White Sox,-130,-130,+110,+110
2024/04/13,mlb,Rockies,Blue Jays,+160,+160,-190,-192
2024/04/13,mlb,Rangers,Astros,+120,+114,-142,-135
2024/04/13,mlb,Brewers,Orioles,+120,+124,-142,-148
2024/04/13,mlb,Pirates,Phillies,+126,+136,-148,-162
2024/04/13,mlb,Nationals,Athletics,-138,-130,+118,+110
2024/04/13,mlb,Angels,Red Sox,-106,-115,-110,-105
2024/04/13,mlb,Braves,Marlins,-198,-225,+166,+185
2024/04/13,mlb,Giants,Rays,-118,-105,-100,-115
2024/04/13,mlb,Twins,Tigers,+102,+120,-120,-142
2024/04/13,mlb,Yankees,Guardians,-110,-112,-106,-108
2024/04/13,mlb,Cardinals,Diamondbacks,-102,-102,-116,-118
2024/04/13,mlb,Padres,Dodgers,+164,+180,-196,-218
2024/04/13,mlb,Cubs,Mariners,-106,-142,-110,+120
2024/04/12,mlb,Twins,Tigers,-104,+100,-112,-120
2024/04/12,mlb,Pirates,Phillies,+152,+140,-180,-166
2024/04/12,mlb,Giants,Rays,-108,-112,-108,-108
2024/04/12,mlb,Brewers,Orioles,-100,-125,-118,+105
2024/04/12,mlb,Rockies,Blue Jays,+184,+190,-220,-230
2024/04/12,mlb,Angels,Red Sox,+102,-105,-120,-115
2024/04/12,mlb,Braves,Marlins,-200,-198,+168,+164
2024/04/12,mlb,Royals,Mets,+102,+120,-120,-142
2024/04/12,mlb,Reds,White Sox,-180,-175,+152,+145
2024/04/12,mlb,Rangers,Astros,+118,+105,-138,-125
2024/04/12,mlb,Cardinals,Diamondbacks,-100,+102,-118,-122
2024/04/12,mlb,Nationals,Athletics,+116,+114,-136,-135
2024/04/12,mlb,Cubs,Mariners,+108,+110,-126,-130
2024/04/12,mlb,Padres,Dodgers,+180,+180,-215,-218
2024/04/12,mlb,Yankees,Guardians,-136,n/a,+116,n/a
2024/04/11,mlb,Mets,Braves,+168,+140,-200,-166
