Date,League,Team1,Team2,T1 Open,T1 DK,T2 Open,T2 DK
2025/03/16,mlb,Braves,Blue Jays,+130,+190,-155,-230
2025/03/16,mlb,Cardinals,Marlins,-105,-135,-115,+114
2025/03/16,mlb,Astros,Mets,+120,-102,-142,-118
2025/03/16,mlb,Mariners,Reds,+105,+124,-125,-148
2025/03/16,mlb,Athletics,Giants,+124,+124,-148,-148
2025/03/16,mlb,White Sox,Rangers,+142,+164,-170,-198
2025/03/16,mlb,Padres,Angels,n/a,n/a,n/a,n/a
2025/03/16,mlb,Diamondbacks,Padres,n/a,n/a,n/a,n/a
2025/03/16,mlb,Royals,Rockies,-130,-110,+110,-110
2025/03/16,mlb,Guardians,Brewers,+105,+124,-125,-148
2025/03/15,mlb,Marlins,Astros,+154,+136,-185,-162
2025/03/15,mlb,Tigers,Phillies,+114,+120,-135,-142
2025/03/15,mlb,Braves,Red Sox,n/a,n/a,n/a,n/a
2025/03/15,mlb,Yankees,Rays,+130,+124,-155,-148
2025/03/15,mlb,Orioles,Pirates,+110,+136,-130,-162
2025/03/15,mlb,Blue Jays,Cardinals,+120,+136,-142,-162
2025/03/15,mlb,Mariners,Giants,n/a,n/a,n/a,n/a
2025/03/15,mlb,Guardians,Royals,n/a,n/a,n/a,n/a
2025/03/15,mlb,Royals,Reds,n/a,n/a,n/a,n/a
2025/03/15,mlb,Rockies,White Sox,n/a,n/a,n/a,n/a
2025/03/15,mlb,Rangers,Athletics,n/a,n/a,n/a,n/a
2025/03/15,mlb,Padres,Mariners,n/a,n/a,n/a,n/a
2025/03/15,mlb,Brewers,Angels,n/a,n/a,n/a,n/a
2025/03/15,mlb,White Sox,Diamondbacks,n/a,n/a,n/a,n/a
2025/03/15,mlb,Athletics,Brewers,n/a,n/a,n/a,n/a
2025/03/15,mlb,Twins,Braves,n/a,n/a,n/a,n/a
2025/03/15,mlb,Mets,Nationals,+130,-122,-155,+102
2025/03/14,mlb,Nationals,Braves,+150,+160,-180,-192
2025/03/14,mlb,Reds,White Sox,n/a,n/a,n/a,n/a
2025/03/14,mlb,Mariners,Guardians,+114,-125,-135,+105
2025/03/14,mlb,Angels,Athletics,n/a,n/a,n/a,n/a
2025/03/14,mlb,Royals,Angels,n/a,n/a,n/a,n/a
2025/03/14,mlb,Giants,Brewers,+114,+124,-135,-148
2025/03/14,mlb,Red Sox,Marlins,-122,-110,+102,-110
2025/03/14,mlb,Reds,Diamondbacks,+140,n/a,-180,n/a
2025/03/14,mlb,Rays,Twins,n/a,n/a,n/a,n/a
2025/03/14,mlb,Tigers,Pirates,+110,+120,-130,-142
2025/03/14,mlb,Twins,Orioles,n/a,n/a,n/a,n/a
2025/03/14,mlb,Blue Jays,Astros,+136,+110,-162,-130
2025/03/14,mlb,Cardinals,Mets,+150,+154,-180,-185
2025/03/14,mlb,Phillies,Yankees,+114,+114,-135,-135
2025/03/14,mlb,Rockies,Rangers,n/a,n/a,n/a,n/a
2025/03/14,mlb,Rangers,Padres,n/a,n/a,n/a,n/a
2025/03/13,mlb,Nationals,Rays,+130,-105,-155,-115
2025/03/13,mlb,Yankees,Tigers,+110,-102,-130,-118
2025/03/13,mlb,Pirates,Twins,+130,-125,-155,+105
2025/03/13,mlb,Cardinals,Astros,n/a,n/a,n/a,n/a
2025/03/13,mlb,Braves,Phillies,+130,+180,-155,-218
2025/03/13,mlb,Orioles,Blue Jays,+130,+154,-155,-185
2025/03/13,mlb,Astros,Marlins,n/a,n/a,n/a,n/a
2025/03/13,mlb,Red Sox,Mets,+136,+150,-162,-180
2025/03/13,mlb,Athletics,Reds,+130,-105,-155,-115
2025/03/13,mlb,Rangers,Giants,+136,+145,-162,-175
2025/03/13,mlb,Guardians,Rockies,+102,+110,-122,-130
2025/03/13,mlb,Padres,Royals,+105,-108,-125,-112
2025/03/13,mlb,Brewers,White Sox,-120,-130,+100,+110
2025/03/12,mlb,Rays,Tigers,+124,+110,-148,-130
2025/03/12,mlb,Astros,Nationals,-115,+160,-105,-192
2025/03/12,mlb,Mets,Cardinals,+105,-110,-125,-110
2025/03/12,mlb,Braves,Orioles,+124,+164,-148,-198
2025/03/12,mlb,Reds,Rangers,+124,+114,-148,-135
2025/03/12,mlb,Giants,Guardians,+105,+150,-125,-180
2025/03/12,mlb,Diamondbacks,Athletics,+114,+102,-135,-122
2025/03/12,mlb,Angels,White Sox,-125,-130,+105,+110
2025/03/12,mlb,Royals,Mariners,+130,+142,-155,-170
2025/03/12,mlb,Padres,Rockies,-122,+130,+102,-155
2025/03/12,mlb,Twins,Red Sox,+105,+105,-125,-125
2025/03/11,mlb,Yankees,Pirates,n/a,n/a,n/a,n/a
2025/03/11,mlb,Orioles,Yankees,n/a,n/a,n/a,n/a
2025/03/11,mlb,Phillies,Red Sox,+120,+130,-142,-155
2025/03/11,mlb,Mets,Astros,+110,+170,-130,-205
2025/03/11,mlb,Marlins,Cardinals,+136,+110,-162,-130
2025/03/11,mlb,Tigers,Braves,+124,+130,-148,-155
2025/03/11,mlb,Twins,Blue Jays,+130,+170,-155,-205
2025/03/11,mlb,Angels,Rangers,+124,+154,-148,-185
2025/03/11,mlb,Brewers,Cubs,+130,+154,-155,-185
2025/03/11,mlb,Rockies,Reds,+136,+142,-162,-170
2025/03/11,mlb,Guardians,Dodgers,+160,+170,-192,-205
2025/03/11,mlb,White Sox,Padres,+150,+180,-180,-218
2025/03/11,mlb,Royals,Diamondbacks,+114,+130,-135,-155
2025/03/11,mlb,Athletics,Giants,+120,+136,-142,-162
2025/03/10,mlb,Phillies,Twins,+120,+170,-142,-205
2025/03/10,mlb,Rays,Braves,+136,+154,-162,-185
2025/03/10,mlb,Tigers,Yankees,+130,+105,-155,-125
2025/03/10,mlb,Astros,Blue Jays,+130,+185,-155,-225
2025/03/10,mlb,Nationals,Marlins,n/a,n/a,n/a,n/a
2025/03/10,mlb,White Sox,Athletics,+136,+130,-162,-155
2025/03/10,mlb,Cubs,Guardians,n/a,n/a,n/a,n/a
2025/03/10,mlb,Guardians,Royals,n/a,n/a,n/a,n/a
2025/03/10,mlb,Diamondbacks,Dodgers,+160,+180,-192,-218
2025/03/10,mlb,Rockies,Angels,n/a,n/a,n/a,n/a
2025/03/10,mlb,Giants,Rockies,n/a,n/a,n/a,n/a
2025/03/10,mlb,Reds,Padres,+120,+120,-142,-142
2025/03/10,mlb,Mariners,Brewers,+110,+130,-130,-155
2025/03/10,mlb,Orioles,Pirates,+120,+124,-142,-148
2025/03/10,mlb,Marlins,Nationals,n/a,n/a,n/a,n/a
2025/03/10,mlb,Cardinals,Mets,+110,+114,-130,-135
2025/03/09,mlb,Yankees,Cardinals,+120,+170,-142,-205
2025/03/09,mlb,Blue Jays,Rays,+130,+130,-155,-155
2025/03/09,mlb,Braves,Red Sox,+120,+142,-142,-170
2025/03/09,mlb,Marlins,Astros,+154,+180,-185,-218
2025/03/09,mlb,Pirates,Tigers,+154,+180,-185,-218
2025/03/09,mlb,Twins,Orioles,n/a,n/a,n/a,n/a
2025/03/09,mlb,Orioles,Phillies,n/a,n/a,n/a,n/a
2025/03/09,mlb,Nationals,Mets,+124,+136,-148,-162
2025/03/09,mlb,White Sox,Guardians,+142,+180,-170,-218
2025/03/09,mlb,Athletics,Dodgers,n/a,n/a,n/a,n/a
2025/03/09,mlb,Diamondbacks,Athletics,n/a,n/a,n/a,n/a
2025/03/09,mlb,Padres,Giants,n/a,n/a,n/a,n/a
2025/03/09,mlb,Brewers,Royals,+110,+130,-130,-155
2025/03/09,mlb,Giants,Cubs,n/a,n/a,n/a,n/a
2025/03/09,mlb,Rangers,Diamondbacks,n/a,n/a,n/a,n/a
2025/03/09,mlb,Rockies,Mariners,+142,+150,-170,-180
2025/03/09,mlb,Reds,Angels,+102,+124,-122,-148
2025/03/08,mlb,Cardinals,Nationals,-102,-108,-118,-112
2025/03/08,mlb,Red Sox,Twins,+110,+130,-130,-155
2025/03/08,mlb,Blue Jays,Phillies,n/a,n/a,n/a,n/a
2025/03/08,mlb,Pirates,Braves,+140,+154,-166,-185
2025/03/08,mlb,Rays,Orioles,+124,+130,-148,-155
2025/03/08,mlb,Tigers,Blue Jays,n/a,n/a,n/a,n/a
2025/03/08,mlb,Royals,Rangers,n/a,n/a,n/a,n/a
2025/03/08,mlb,Diamondbacks,Reds,n/a,n/a,n/a,n/a
2025/03/08,mlb,Dodgers,White Sox,-175,-218,+145,+180
2025/03/08,mlb,Royals,Giants,n/a,n/a,n/a,n/a
2025/03/08,mlb,Mariners,Cubs,+110,+120,-130,-142
2025/03/08,mlb,Guardians,Padres,+114,+154,-135,-185
2025/03/08,mlb,Athletics,Rockies,n/a,n/a,n/a,n/a
2025/03/08,mlb,Angels,Brewers,+110,+120,-130,-142
2025/03/08,mlb,Diamondbacks,Athletics,n/a,n/a,n/a,n/a
2025/03/08,mlb,Yankees,Astros,+120,+105,-142,-125
2025/03/08,mlb,Mets,Marlins,-120,-112,+100,-108
2025/03/07,mlb,Braves,Twins,n/a,n/a,n/a,n/a
2025/03/07,mlb,Marlins,Red Sox,+154,+150,-185,-180
2025/03/07,mlb,Twins,Rays,n/a,n/a,n/a,n/a
2025/03/07,mlb,Phillies,Pirates,+105,+130,-125,-155
2025/03/07,mlb,Guardians,Athletics,+105,+110,-125,-130
2025/03/07,mlb,Angels,Royals,n/a,n/a,n/a,n/a
2025/03/07,mlb,Orioles,Tigers,+105,+120,-125,-142
2025/03/07,mlb,Astros,Cardinals,+110,+102,-130,-122
2025/03/07,mlb,Mets,Nationals,-120,-110,+100,-110
2025/03/07,mlb,Blue Jays,Yankees,+145,+124,-175,-148
2025/03/07,mlb,Dodgers,Mariners,+100,-105,-120,-115
2025/03/06,mlb,Twins,Yankees,+130,+164,-155,-198
2025/03/06,mlb,Nationals,Cardinals,+130,+114,-155,-135
2025/03/06,mlb,Rays,Phillies,+102,+150,-122,-180
2025/03/06,mlb,Red Sox,Blue Jays,+124,+180,-148,-218
2025/03/06,mlb,White Sox,Giants,+140,+185,-166,-225
2025/03/06,mlb,Rangers,Dodgers,n/a,n/a,n/a,n/a
2025/03/06,mlb,Padres,Rangers,n/a,n/a,n/a,n/a
2025/03/06,mlb,Marlins,Braves,+154,+160,-185,-192
2025/03/06,mlb,Pirates,Orioles,-108,+110,-112,-130
2025/03/06,mlb,Astros,Mets,+120,+154,-142,-185
2025/03/06,mlb,Diamondbacks,Guardians,n/a,n/a,n/a,n/a
2025/03/06,mlb,Royals,Cubs,+110,+124,-130,-148
2025/03/06,mlb,Brewers,Athletics,+114,+124,-135,-148
2025/03/06,mlb,Mariners,Diamondbacks,n/a,n/a,n/a,n/a
2025/03/06,mlb,Angels,Mariners,n/a,n/a,n/a,n/a
2025/03/05,mlb,Cardinals,Astros,+130,+142,-155,-170
2025/03/05,mlb,Blue Jays,Pirates,+105,+110,-125,-130
2025/03/05,mlb,Orioles,Twins,-110,+105,-110,-125
2025/03/05,mlb,Rays,Red Sox,+145,+170,-175,-205
2025/03/05,mlb,Phillies,Tigers,+100,+120,-120,-142
2025/03/05,mlb,Nationals,Marlins,+105,+105,-125,-125
2025/03/05,mlb,Brewers,White Sox,n/a,n/a,n/a,n/a
2025/03/05,mlb,Rangers,Reds,+124,+114,-148,-135
2025/03/05,mlb,Rockies,Padres,+150,+120,-180,-142
2025/03/05,mlb,White Sox,Brewers,n/a,n/a,n/a,n/a
2025/03/05,mlb,Giants,Diamondbacks,+114,+130,-135,-155
2025/03/05,mlb,Dodgers,Angels,-142,+124,+120,-148
2025/03/05,mlb,Mariners,Royals,+100,+100,-120,-120
2025/03/04,mlb,Cardinals,Nationals,n/a,n/a,n/a,n/a
2025/03/04,mlb,Twins,Braves,+154,+160,-185,-192
2025/03/04,mlb,Red Sox,Pirates,-105,+102,-115,-122
2025/03/04,mlb,Mets,Cardinals,n/a,n/a,n/a,n/a
2025/03/04,mlb,Yankees,Phillies,+130,+160,-155,-192
2025/03/04,mlb,Tigers,Rays,+110,+114,-130,-135
2025/03/04,mlb,Padres,Cubs,n/a,n/a,n/a,n/a
2025/03/04,mlb,Angels,Guardians,+130,+150,-155,-180
2025/03/04,mlb,Athletics,Rangers,+114,+124,-135,-148
2025/03/04,mlb,Reds,Rockies,n/a,n/a,n/a,n/a
2025/03/04,mlb,Giants,Padres,n/a,n/a,n/a,n/a
2025/03/04,mlb,Reds,Dodgers,n/a,n/a,n/a,n/a
2025/03/03,mlb,Braves,Rays,+120,+102,-142,-122
2025/03/03,mlb,Blue Jays,Tigers,+102,+114,-122,-135
2025/03/03,mlb,Red Sox,Orioles,+114,+140,-135,-166
2025/03/03,mlb,Astros,Marlins,n/a,n/a,n/a,n/a
2025/03/03,mlb,Athletics,White Sox,-118,+102,-102,-122
2025/03/03,mlb,Rangers,Royals,+114,+114,-135,-135
2025/03/03,mlb,Rockies,Angels,+124,+136,-148,-162
2025/03/03,mlb,Cubs,Diamondbacks,+114,+120,-135,-142
2025/03/03,mlb,Guardians,Mariners,+130,+105,-155,-125
2025/03/03,mlb,Marlins,Mets,n/a,n/a,n/a,n/a
2025/03/03,mlb,Pirates,Yankees,+154,+136,-185,-162
2025/03/03,mlb,Brewers,Reds,+120,+130,-142,-155
2025/03/02,mlb,Rays,Twins,+120,+154,-142,-185
2025/03/02,mlb,Tigers,Pirates,+114,+110,-135,-130
2025/03/02,mlb,Mets,Red Sox,+130,+150,-155,-180
2025/03/02,mlb,Nationals,Astros,+136,+145,-162,-175
2025/03/02,mlb,Yankees,Braves,+130,+114,-155,-135
2025/03/02,mlb,Orioles,Phillies,n/a,n/a,n/a,n/a
2025/03/02,mlb,Phillies,Blue Jays,n/a,n/a,n/a,n/a
2025/03/02,mlb,Cardinals,Marlins,-105,-130,-115,+110
2025/03/02,mlb,Brewers,Guardians,+110,+120,-130,-142
2025/03/02,mlb,White Sox,Dodgers,n/a,n/a,n/a,n/a
2025/03/02,mlb,Dodgers,Athletics,n/a,n/a,n/a,n/a
2025/03/02,mlb,Reds,Cubs,+130,+120,-155,-142
2025/03/02,mlb,Diamondbacks,Rangers,+110,+120,-130,-142
2025/03/02,mlb,Angels,Giants,+136,+150,-162,-180
2025/03/02,mlb,Mariners,Rockies,-130,-108,+110,-112
2025/03/02,mlb,Royals,Padres,+114,+136,-135,-162
2025/03/01,mlb,Nationals,Cardinals,n/a,n/a,n/a,n/a
2025/03/01,mlb,Pirates,Orioles,-102,+114,-118,-135
2025/03/01,mlb,Astros,Yankees,+130,+130,-155,-155
2025/03/01,mlb,Twins,Red Sox,+114,+130,-135,-155
2025/03/01,mlb,Blue Jays,Braves,+136,+164,-162,-198
2025/03/01,mlb,Phillies,Tigers,+102,+136,-122,-162
2025/03/01,mlb,Mets,Rays,+136,+150,-162,-180
2025/03/01,mlb,Giants,Dodgers,+130,+114,-155,-135
2025/03/01,mlb,Guardians,Cubs,n/a,n/a,n/a,n/a
2025/03/01,mlb,Padres,Reds,-102,+142,-118,-170
2025/03/01,mlb,Athletics,Angels,+102,-102,-122,-118
2025/03/01,mlb,Rockies,Diamondbacks,+142,+130,-170,-155
2025/03/01,mlb,White Sox,Mariners,+154,+154,-185,-185
2025/03/01,mlb,Rangers,Brewers,+114,+150,-135,-180
2025/03/01,mlb,Marlins,Nationals,n/a,n/a,n/a,n/a
2025/03/01,mlb,Cubs,Royals,n/a,n/a,n/a,n/a
2025/02/28,mlb,Rays,Pirates,+110,+105,-130,-125
2025/02/28,mlb,Red Sox,Phillies,-105,+136,-115,-162
2025/02/28,mlb,Orioles,Twins,+100,+136,-120,-162
2025/02/28,mlb,Cardinals,Astros,+114,+120,-135,-142
2025/02/28,mlb,Tigers,Blue Jays,n/a,n/a,n/a,n/a
2025/02/28,mlb,Nationals,Mets,+130,+136,-155,-162
2025/02/28,mlb,Braves,Marlins,-120,+124,+100,-148
2025/02/28,mlb,Rockies,Guardians,+120,+130,-142,-155
2025/02/28,mlb,Cubs,Rangers,+100,+150,-120,-180
2025/02/28,mlb,Reds,Athletics,+110,+105,-130,-125
2025/02/28,mlb,Brewers,Giants,+110,+150,-130,-180
2025/02/28,mlb,Royals,Diamondbacks,+110,+120,-130,-142
2025/02/28,mlb,White Sox,Angels,n/a,n/a,n/a,n/a
2025/02/28,mlb,Blue Jays,Yankees,n/a,n/a,n/a,n/a
2025/02/28,mlb,Angels,Dodgers,n/a,n/a,n/a,n/a
2025/02/28,mlb,Mariners,Padres,+105,+114,-125,-135
2025/02/27,mlb,Pirates,Twins,+130,+154,-155,-185
2025/02/27,mlb,Blue Jays,Orioles,+140,+180,-166,-218
2025/02/27,mlb,Marlins,Cardinals,+140,+114,-166,-135
2025/02/27,mlb,Tigers,Rays,n/a,n/a,n/a,n/a
2025/02/27,mlb,Red Sox,Tigers,n/a,n/a,n/a,n/a
2025/02/27,mlb,Yankees,Phillies,+130,+120,-155,-142
2025/02/27,mlb,Astros,Mets,-105,-102,-115,-118
2025/02/27,mlb,Guardians,White Sox,-142,+100,+120,-120
2025/02/27,mlb,Mariners,Rangers,n/a,n/a,n/a,n/a
2025/02/27,mlb,Diamondbacks,Reds,-108,+114,-112,-135
2025/02/27,mlb,Angels,Cubs,+124,+160,-148,-192
2025/02/27,mlb,Padres,Athletics,+105,+124,-125,-148
2025/02/27,mlb,Giants,Mariners,n/a,n/a,n/a,n/a
2025/02/27,mlb,Royals,Brewers,-102,+114,-118,-135
2025/02/27,mlb,Dodgers,Rockies,-148,-130,+124,+110
2025/02/27,mlb,Braves,Nationals,-142,+110,+120,-130
2025/02/26,mlb,Rays,Red Sox,+136,+124,-162,-148
2025/02/26,mlb,Pirates,Braves,n/a,n/a,n/a,n/a
2025/02/26,mlb,Astros,Nationals,-108,+120,-112,-142
2025/02/26,mlb,Orioles,Pirates,n/a,n/a,n/a,n/a
2025/02/26,mlb,Cardinals,Yankees,+130,+120,-155,-142
2025/02/26,mlb,Twins,Tigers,+120,+136,-142,-162
2025/02/26,mlb,Phillies,Blue Jays,+114,+102,-135,-122
2025/02/26,mlb,Mets,Marlins,-135,-142,+114,+120
2025/02/26,mlb,Cubs,Giants,+114,+130,-135,-155
2025/02/26,mlb,Padres,White Sox,-135,-110,+114,-110
2025/02/26,mlb,Rockies,Royals,+136,+130,-162,-155
2025/02/26,mlb,Rangers,Guardians,+114,+124,-135,-148
2025/02/26,mlb,Athletics,Mariners,+114,+114,-135,-135
2025/02/26,mlb,Dodgers,Brewers,n/a,n/a,n/a,n/a
2025/02/26,mlb,Reds,Angels,+102,+102,-122,-122
2025/02/26,mlb,Brewers,Diamondbacks,n/a,n/a,n/a,n/a
2025/02/25,mlb,Mets,Astros,+105,+130,-125,-155
2025/02/25,mlb,Tigers,Orioles,+114,+130,-135,-155
2025/02/25,mlb,Yankees,Twins,+105,+142,-125,-170
2025/02/25,mlb,Red Sox,Braves,n/a,n/a,n/a,n/a
2025/02/25,mlb,Phillies,Rays,+100,+124,-120,-148
2025/02/25,mlb,Braves,Pirates,n/a,n/a,n/a,n/a
2025/02/25,mlb,Cardinals,Blue Jays,+124,+164,-148,-198
2025/02/25,mlb,Nationals,Marlins,-105,-112,-115,-108
2025/02/25,mlb,Mariners,Dodgers,+142,-105,-170,-115
2025/02/25,mlb,Diamondbacks,Cubs,+120,+142,-142,-170
2025/02/25,mlb,Brewers,Guardians,+105,+140,-125,-166
2025/02/25,mlb,Royals,Rangers,+114,+114,-135,-135
2025/02/25,mlb,Giants,Athletics,+105,+114,-125,-135
2025/02/25,mlb,Angels,Padres,+136,+102,-162,-122
2025/02/25,mlb,White Sox,Rockies,+124,+124,-148,-148
2025/02/24,mlb,Mets,Cardinals,-105,+105,-115,-125
2025/02/24,mlb,Dodgers,Reds,-142,+100,+120,-120
2025/02/24,mlb,Athletics,Royals,+124,+114,-148,-135
2025/02/24,mlb,Rangers,White Sox,-125,+120,+105,-142
2025/02/24,mlb,Rockies,Giants,n/a,n/a,n/a,n/a
2025/02/24,mlb,Guardians,Diamondbacks,+110,+130,-130,-155
2025/02/24,mlb,Mariners,Brewers,+110,+110,-130,-130
2025/02/24,mlb,Cubs,Padres,+114,+140,-135,-166
2025/02/24,mlb,Giants,Angels,n/a,n/a,n/a,n/a
2025/02/23,mlb,Blue Jays,Red Sox,+130,+164,-155,-198
2025/02/23,mlb,Mets,Nationals,n/a,n/a,n/a,n/a
2025/02/23,mlb,Twins,Pirates,+114,+114,-135,-135
2025/02/23,mlb,Astros,Cardinals,-108,+120,-112,-142
2025/02/23,mlb,Tigers,Yankees,+124,+136,-148,-162
2025/02/23,mlb,Orioles,Phillies,-105,+110,-115,-130
2025/02/23,mlb,Rays,Braves,+130,+130,-155,-155
2025/02/23,mlb,Marlins,Mets,n/a,n/a,n/a,n/a
2025/02/23,mlb,Angels,Guardians,+124,+114,-148,-135
2025/02/23,mlb,Padres,Dodgers,+130,+145,-155,-175
2025/02/23,mlb,Rockies,Athletics,n/a,n/a,n/a,n/a
2025/02/23,mlb,Rangers,Cubs,+114,+114,-135,-135
2025/02/23,mlb,White Sox,Royals,+154,+160,-185,-192
2025/02/23,mlb,Reds,Giants,-108,+136,-112,-162
2025/02/23,mlb,Diamondbacks,Mariners,-102,+120,-118,-142
2025/02/23,mlb,Brewers,Rockies,n/a,n/a,n/a,n/a
2025/02/22,mlb,Red Sox,Rays,+110,+120,-130,-142
2025/02/22,mlb,Braves,Twins,+100,+124,-120,-148
2025/02/22,mlb,Pirates,Orioles,+130,+140,-155,-166
2025/02/22,mlb,Phillies,Tigers,+110,+110,-130,-130
2025/02/22,mlb,Nationals,Astros,n/a,n/a,n/a,n/a
2025/02/22,mlb,Yankees,Blue Jays,+114,+150,-135,-180
2025/02/22,mlb,Cardinals,Marlins,-118,-155,-102,+130
2025/02/22,mlb,Astros,Mets,n/a,n/a,n/a,n/a
2025/02/22,mlb,Royals,Dodgers,+150,+120,-180,-142
2025/02/22,mlb,Guardians,Reds,n/a,n/a,n/a,n/a
2025/02/22,mlb,White Sox,Cubs,+154,+124,-185,-148
2025/02/22,mlb,Giants,Rangers,+110,+114,-130,-135
2025/02/22,mlb,Reds,Brewers,n/a,n/a,n/a,n/a
2025/02/22,mlb,Mariners,Angels,-108,-110,-112,-110
2025/02/22,mlb,Athletics,Padres,+120,+110,-142,-130
2025/02/22,mlb,Diamondbacks,Rockies,-125,-142,+105,+120
2025/02/21,mlb,Rays,Yankees,+124,+130,-148,-155
2025/02/21,mlb,Dodgers,Cubs,-115,-105,-105,-115
2025/02/21,mlb,Rangers,Royals,+105,-112,-125,-108
2025/02/21,mlb,Rockies,Diamondbacks,+142,+150,-170,-180
2025/02/21,mlb,Mariners,Padres,+110,-118,-130,-102
2025/02/20,mlb,Cubs,Dodgers,+170,+142,-205,-170
2024/10/30,mlb,Dodgers,Yankees,+120,+124,-142,-148
2024/10/29,mlb,Dodgers,Yankees,+110,+114,-130,-135
2024/10/28,mlb,Dodgers,Yankees,+124,+124,-148,-148
2024/10/26,mlb,Yankees,Dodgers,+114,+120,-135,-142
2024/10/25,mlb,Yankees,Dodgers,+110,+105,-130,-125
2024/10/20,mlb,Mets,Dodgers,+120,+130,-142,-155
2024/10/19,mlb,Yankees,Guardians,-110,-135,-110,+114
2024/10/18,mlb,Dodgers,Mets,-142,-135,+120,+114
2024/10/18,mlb,Yankees,Guardians,-120,-125,+100,+105
2024/10/17,mlb,Yankees,Guardians,-120,-110,+100,-110
2024/10/17,mlb,Dodgers,Mets,-142,-135,+120,+114
2024/10/16,mlb,Dodgers,Mets,-105,-115,-115,-105
2024/10/15,mlb,Guardians,Yankees,+150,+145,-180,-175
2024/10/14,mlb,Mets,Dodgers,+124,+130,-148,-155
2024/10/14,mlb,Guardians,Yankees,+130,+145,-155,-175
2024/10/13,mlb,Mets,Dodgers,+142,+136,-170,-162
2024/10/12,mlb,Tigers,Guardians,n/a,-115,n/a,-105
2024/10/11,mlb,Padres,Dodgers,+120,+130,-142,-155
2024/10/10,mlb,Guardians,Tigers,-118,-125,-102,+105
2024/10/10,mlb,Yankees,Royals,-155,-155,+130,+130
2024/10/09,mlb,Guardians,Tigers,-110,-115,-110,-105
2024/10/09,mlb,Phillies,Mets,-120,+102,+100,-122
2024/10/09,mlb,Yankees,Royals,-110,-120,-110,+100
2024/10/09,mlb,Dodgers,Padres,-110,+114,-110,-135
2024/10/08,mlb,Phillies,Mets,-112,-112,-108,-108
2024/10/08,mlb,Dodgers,Padres,+130,+120,-155,-142
2024/10/07,mlb,Tigers,Guardians,-130,-130,+110,+110
2024/10/07,mlb,Royals,Yankees,+120,+130,-142,-155
2024/10/06,mlb,Mets,Phillies,+130,+120,-155,-142
2024/10/06,mlb,Padres,Dodgers,+120,+130,-142,-155
2024/10/05,mlb,Tigers,Guardians,+120,+114,-142,-135
2024/10/05,mlb,Mets,Phillies,+164,+160,-198,-192
2024/10/05,mlb,Royals,Yankees,+160,+170,-192,-205
2024/10/05,mlb,Padres,Dodgers,+124,+120,-148,-142
2024/10/03,mlb,Mets,Brewers,+105,+105,-125,-125
2024/10/02,mlb,Tigers,Astros,+136,+150,-162,-180
2024/10/02,mlb,Royals,Orioles,+114,+124,-135,-148
2024/10/02,mlb,Mets,Brewers,-105,+114,-115,-135
2024/10/02,mlb,Braves,Padres,+100,+100,-120,-120
2024/10/01,mlb,Tigers,Astros,+110,+120,-130,-142
2024/10/01,mlb,Royals,Orioles,+124,+124,-148,-148
2024/10/01,mlb,Mets,Brewers,+114,+124,-135,-148
2024/10/01,mlb,Braves,Padres,+136,+164,-162,-198
2024/09/30,mlb,Mets,Braves,+130,+124,-155,-148
2024/09/30,mlb,Mets,Braves,+340,+250,-500,-310
2024/09/29,mlb,Phillies,Nationals,-170,-142,+142,+120
2024/09/29,mlb,Pirates,Yankees,+180,+160,-218,-210
2024/09/29,mlb,Rays,Red Sox,-115,-110,-105,-110
2024/09/29,mlb,Cardinals,Giants,+105,+105,-125,-125
2024/09/29,mlb,Rangers,Angels,-170,-148,+142,+124
2024/09/29,mlb,Marlins,Blue Jays,+130,+100,-155,-120
2024/09/29,mlb,Padres,Diamondbacks,+142,+180,-170,-218
2024/09/29,mlb,White Sox,Tigers,+180,+200,-218,-245
2024/09/29,mlb,Dodgers,Rockies,-142,-160,+120,+124
2024/09/29,mlb,Mets,Brewers,-120,-142,+100,+120
2024/09/29,mlb,Orioles,Twins,+154,+120,-185,-154
2024/09/29,mlb,Athletics,Mariners,+145,+180,-175,-238
2024/09/29,mlb,Reds,Cubs,-122,-115,+102,-105
2024/09/29,mlb,Royals,Braves,+195,+180,-238,-218
2024/09/29,mlb,Astros,Guardians,+154,n/a,-185,n/a
2024/09/28,mlb,Pirates,Yankees,+105,+114,-125,-135
2024/09/28,mlb,White Sox,Tigers,+195,+185,-238,-225
2024/09/28,mlb,Reds,Cubs,+102,+110,-122,-130
2024/09/28,mlb,Marlins,Blue Jays,+140,+150,-166,-180
2024/09/28,mlb,Cardinals,Giants,+142,+124,-170,-148
2024/09/28,mlb,Phillies,Nationals,-218,-205,+180,+170
2024/09/28,mlb,Rays,Red Sox,+105,+100,-125,-120
2024/09/28,mlb,Astros,Guardians,+102,+136,-122,-162
2024/09/28,mlb,Orioles,Twins,-105,+102,-115,-122
2024/09/28,mlb,Mets,Brewers,+100,-105,-120,-115
2024/09/28,mlb,Royals,Braves,+124,+200,-148,-245
2024/09/28,mlb,Dodgers,Rockies,-278,-258,+225,+210
2024/09/28,mlb,Padres,Diamondbacks,+130,+185,-155,-225
2024/09/28,mlb,Rangers,Angels,-148,-148,+124,+124
2024/09/28,mlb,Athletics,Mariners,+136,+130,-162,-155
2024/09/27,mlb,Reds,Cubs,+124,+105,-148,-125
2024/09/27,mlb,White Sox,Tigers,+140,+180,-166,-218
